post_id,title,body,author,created_at,url,source
7468446,Revert to old model for recommended tracks,"<P><SPAN>Hi there, I have been wanting to give feedback for months. Something very bad is happening with your recommendation systems. Discovery and serendipity have dropped dramatically and it is horrible. It means I am in an echo chamber of music. Not only that, but another weird thing I have noticed is that when I put on my 60's/70's rock playlist, when it ends it moves onto recommended tracks. This used to continue on with the same taste profile of the playlist itself which often would surface music along the same profile and was a great outcome. In the last 3-6 months I have noticed when a playlist ends, it recommended tracks reverts to my recent listening history and regurgitates what I already listen to. So in the case of this 60's/70's rock playlist, when it ends, it plays maybe 1-2 songs of 60's/70's rock and then dives into my overall music taste of deep house and it just plays deep house tracks from my 2026 Summer playlist. This is such a jarring and glaring issue. Your recommendation engines are not doing well and I urge you to revert to an older model. The new one IS NOT GOOD.</SPAN></P>",ritchles,2026-06-14T14:21:55.434+02:00,https://community.spotify.com/t5/Closed-Ideas/Revert-to-old-model-for-recommended-tracks/idi-p/7468446,forum
7467705,"Re: Your Episodes, Remove finished episodes after playing doesn't work","<P>Thanks for the script recommendation, going to give that a try.</P>",GP-L,2026-06-13T18:35:42.509+02:00,https://community.spotify.com/t5/Ongoing-Issues/Your-Episodes-Remove-finished-episodes-after-playing-doesn-t/idc-p/7467705#M156408,forum
7462467,Block genres,"<P>After six months of Discover Weekly trying to convert me, I have come to the conclusion that my Spotify account may be possessed by the spirit of Jesus Christ.</P><P>Every Monday I perform an exorcism by hiding tracks, skipping songs and blocking artists. Yet the following week He returns. Stronger. More determined. More CEDM.</P><P>Meanwhile, Daylist, AI DJ and my Mixes understand my taste perfectly. Only Discover Weekly seems convinced that my true calling is ""Jesus Is The King (D&amp;B Remix)"".</P><P>My suggestion: please give users the option to block an entire genre from recommendations. Sometimes I don't dislike a few artists—I simply never want recommendations from a specific genre cluster.</P><P>For now I have blocked every Christian EDM artist I could find. If next week's Discover Weekly is still full of worship drum &amp; bass, I will assume Spotify's recommendation engine has achieved sentience and is actively trying to save my soul.</P>",JillesvA,2026-06-08T14:11:42.264+02:00,https://community.spotify.com/t5/Social-Random/Block-genres/td-p/7462467,forum
7460376,Deep Discovery Mode (or Obscure Shuffle Mode),"<P><STRONG><SPAN>Deep Discovery Mode</SPAN></STRONG><SPAN> (or </SPAN><STRONG><SPAN>Obscure Shuffle Mode</SPAN></STRONG><SPAN>)</SPAN></P><P><SPAN>When enabled, Spotify would deliberately prioritise:</SPAN></P><UL><LI><P><SPAN>Deep cuts</SPAN></P></LI><LI><P><SPAN>B-sides</SPAN></P></LI><LI><P><SPAN>Album tracks</SPAN></P></LI><LI><P><SPAN>Live recordings</SPAN></P></LI><LI><P><SPAN>Demos</SPAN></P></LI><LI><P><SPAN>Rare releases</SPAN></P></LI><LI><P><SPAN>Lesser-played songs from artists we already follow</SPAN></P></LI></UL><P><SPAN>The goal would be to help users explore the full depth of an artist's catalogue rather than repeatedly hearing the same top 20–50 tracks.</SPAN></P><P><SPAN>Additional options could include:</SPAN></P><UL><LI><P><SPAN>""Play Entire Artist Catalogue""</SPAN></P></LI><LI><P><SPAN>""Exclude Top 50 Most Popular Songs""</SPAN></P></LI><LI><P><SPAN>""Deep Cuts Only""</SPAN></P></LI><LI><P><SPAN>""Shuffle All Releases""</SPAN></P></LI><LI><P><SPAN>""Show Hidden Gems""</SPAN></P></LI></UL><P><SPAN>Many of us subscribe because Spotify has access to millions of songs, yet the recommendation system often leads us back to the same familiar tracks. This feature would encourage genuine music discovery while helping listeners reconnect with forgotten and lesser-known material from artists they already enjoy.</SPAN></P><P><SPAN>I would use this feature every day.</SPAN></P>",Tkik,2026-06-05T20:35:36.287+02:00,https://community.spotify.com/t5/Live-Ideas/Deep-Discovery-Mode-or-Obscure-Shuffle-Mode/idi-p/7460376,forum
7457468,Formal Complaint Regarding Spotify Duo Address Verification Process and Customer Support Advice,"<P><STRONG>Plan</STRONG></P><P><STRONG>Duo</STRONG></P><P><STRONG>Country</STRONG></P><P>Uk</P><P><STRONG>Device</STRONG></P><P>IPhone 15, IPad</P><P>&nbsp;</P><P><STRONG>My Question or Issue</STRONG></P><P><SPAN>Dear Spotify Customer Support,</SPAN></P><P><SPAN>I am writing to formally complain about the address verification process for Spotify Duo and the advice I received from your customer support team.</SPAN></P><P><SPAN>While attempting to add my partner to my Spotify Duo subscription, I was required to enter my residential address. However, my actual address does not appear in your system’s list of available addresses. After following several troubleshooting steps suggested by your support representatives, I was ultimately advised to select the nearest available address, despite it being located in a different town and not representing my actual place of residence.</SPAN></P><P><SPAN>I find this recommendation concerning for several reasons:</SPAN></P><OL><LI><SPAN>It requires customers to provide inaccurate personal information in order to access a service they are paying for.</SPAN></LI><LI><SPAN>It undermines the purpose of address verification for Duo accounts.</SPAN></LI><LI><SPAN>It raises potential privacy and security concerns, as account information would no longer accurately reflect the user’s actual address.</SPAN></LI><LI><SPAN>It places customers in a position where they may unknowingly breach Spotify’s own terms and conditions by entering incorrect details.</SPAN></LI></OL><P><SPAN>I believe the appropriate solution is for Spotify to correct and improve its address database and verification system, rather than instructing customers to provide false information.</SPAN></P><P><SPAN>I would appreciate a formal response addressing:</SPAN></P><UL><LI><SPAN>Why my valid residential address is not recognised by your system.</SPAN></LI><LI><SPAN>Whether Spotify considers it acceptable for customers to enter inaccurate address information.</SPAN></LI><LI><SPAN>What steps will be taken to correct this issue and prevent similar problems for other users.</SPAN></LI></UL><P><SPAN>I have been a paying customer and expect a system that accurately accommodates legitimate addresses and customer support guidance that complies with Spotify’s own policies.</SPAN></P><P><SPAN>I look forward to your response and a satisfactory resolution.</SPAN></P>",Tamacazi,2026-06-02T22:05:35.540+02:00,https://community.spotify.com/t5/Subscriptions/Formal-Complaint-Regarding-Spotify-Duo-Address-Verification/td-p/7457468,forum
7457034,Re: Removing Podcast Recommendations,<P>My objection to the unstoppable avalanche of podcast recommendations is NOT that I only want to listen to music on Spotify. It is that I WANT to explore and listen to podcasts. The stupid recommendation system takes up so much screen space that it prevents me from doing the browsing that *I* want to do. The end result will soon be that I stop using Spotify for my podcasts and find another tool that does not get in my way.</P>,slowtony,2026-06-02T14:09:19.643+02:00,https://community.spotify.com/t5/Live-Ideas/Removing-Podcast-Recommendations/idc-p/7457034#M352962,forum
7456910,Re: Autoplay/ Radio not working properly,"<P>I can confirm a similar issue on the same Spotify desktop version.</P><P>Plan:<BR />Premium</P><P>Device:<BR />PC</P><P>Operating System:<BR />Windows 11 64-bit</P><P>Spotify version:<BR />1.2.90.451.gb094aab0</P><P>The issue seems related to playback context handling after the recent Autoplay / Radio problems.</P><P>Scenario:<BR />Artist discography playback.</P><P>Spotify recently improved the desktop experience by adding better Discography sorting, including the ability to sort albums from oldest to newest. This finally allowed users to listen through an artist's catalog chronologically.</P><P>Steps to reproduce:</P><OL><LI><P>Open an artist page in the desktop app.</P></LI><LI><P>Go to Discography.</P></LI><LI><P>Sort albums from oldest to newest.</P></LI><LI><P>Start playing the first album in the sorted discography.</P></LI><LI><P>Wait until the album finishes.</P></LI></OL><P>Expected behavior:<BR />Spotify should preserve the selected Discography playback context and continue through the artist's albums according to the chosen sorting.</P><P>Actual behavior:<BR />Spotify leaves the Discography context and switches to recommendation / Artist Radio behavior instead.</P><P>This makes the recently added Discography sorting feature much less useful. The sorting works visually, but the playback queue no longer follows the user's selected context.</P><P>This is not a request to remove Autoplay or recommendations. They are useful features when intentionally selected.</P><P>The problem is that playback started from a sorted Discography view should behave differently from starting a radio or recommendation session.</P><P>Please check if the recent Autoplay / Radio changes affected Discography playback context handling.<BR /><A href=""https://community.spotify.com/t5/Your-Library/Can-t-play-an-artist-s-discography-on-the-desktop-app/m-p/7453206#M70011"" target=""_blank"">https://community.spotify.com/t5/Your-Library/Can-t-play-an-artist-s-discography-on-the-desktop-app/m-p/7453206#M70011</A><BR /><BR /><BR /></P>",mikcio2,2026-06-02T10:55:13.559+02:00,https://community.spotify.com/t5/Ongoing-Issues/Autoplay-Radio-not-working-properly/idc-p/7456910#M156270,forum
7453756,Remove or make editable the jump back in section,"<P>Please either remove the Jump Back in section, or at least make it editable. I keep getting a recommendation which isn’t appropriate for my kids and they keep asking questions about it. It’s not something that I’ve listened to for years but it’s still there…constant. This appears to have been an issue for years based on the community board threads. Please just sort it.&nbsp;</P>",Thorny2,2026-05-29T23:32:45.395+02:00,https://community.spotify.com/t5/Live-Ideas/Jump-Back-In-editable-or-removable/idc-p/7453756#M352788,forum
7453226,AI DJ 2.0: Make AI DJ Feel Like a Real Radio Host,"<P><SPAN>Title: AI DJ 2.0 – A Truly Personal Radio Host Experience</SPAN></P><P>&nbsp;</P><P><SPAN>I really enjoy Spotify AI DJ, but I believe it could become much more personal, immersive and intelligent.</SPAN></P><P>&nbsp;</P><P><SPAN>My suggestions:</SPAN></P><P>&nbsp;</P><P><SPAN>• When AI DJ talks about a song, it could mention both when the song was originally released and when the user listened to it the most. For example: “You listened to this song a lot in 2024, but it was originally released in the 1960s.” This would provide useful context and help users better understand the music they love.</SPAN></P><P>&nbsp;</P><P><SPAN>• AI DJ could adapt more to the listener’s situation by taking into account factors such as the time of day, day of the week, season, weather conditions, driving mode and listening habits.</SPAN></P><P>&nbsp;</P><P><SPAN>• Users could choose between a fixed DJ voice or an adaptive DJ mode. In adaptive mode, Spotify would automatically adjust the voice, tone and presentation style according to the music being played, the time of day, the season and the listener’s habits. The goal is not simply to change voices, but to make the DJ feel natural and appropriate to the moment, like a real radio host specialized in that type of music. Users who prefer a single voice could simply keep the fixed voice option.</SPAN></P><P>&nbsp;</P><P><SPAN>• Users could choose how much the DJ talks: minimal, standard or radio-style commentary.</SPAN></P><P>&nbsp;</P><P><SPAN>• Add an optional “Mix Radio” mode. This mode would create a personal radio station built primarily from the user’s playlists, liked songs and listening history, while occasionally introducing carefully selected discoveries. The DJ would introduce tracks, create transitions and share short stories or insights, making the experience feel like a genuine radio show rather than an algorithmic playlist.</SPAN></P><P>&nbsp;</P><P><SPAN>The overall goal is to make AI DJ feel less like a recommendation engine and more like a truly personal radio host that understands both the listener and the moment. It should not only know what music we like, but also understand when, why and in which context we enjoy listening to it.</SPAN></P>",Max209,2026-05-29T10:52:26.655+02:00,https://community.spotify.com/t5/Live-Ideas/AI-DJ-2-0-Make-AI-DJ-Feel-Like-a-Real-Radio-Host/idi-p/7453226,forum
7453206,Discography listening experience feels undermined by current playback behavior,"<P>Hello Spotify Team,</P><P>I would like to share feedback regarding the current artist and album listening experience in the desktop application.</P><P>For years, many users requested better discography browsing, especially the ability to view and explore releases in chronological order. Spotify's community forums contain years of feedback asking for proper oldest-to-newest sorting, and more recently improvements were introduced to make discography navigation much better.</P><P>As someone who enjoys discovering artists through their complete body of work, this was exactly the kind of improvement I had been waiting for.</P><P>Unfortunately, the value of these changes now feels reduced because the playback experience increasingly pushes listeners away from album-focused listening.</P><P>I often want to start with an artist's earliest album and continue through their catalog, album by album, experiencing their evolution over time. The recent addition of chronological sorting finally made that possible from a navigation perspective.</P><P>However, when playback behavior starts steering users toward autoplay, artist radio, recommendations, or algorithm-generated content, it works against the purpose of exploring a discography in the first place.</P><P>If I open an artist page, sort releases from oldest to newest, and start listening to albums, my intention is very clear: I want to listen to that artist's albums.</P><P>Not radio.</P><P>Not recommendations.</P><P>Not a personalized stream.</P><P>If I want artist radio, I will deliberately start artist radio.</P><P>What makes this especially frustrating is that Spotify has already invested effort into improving discography organization and chronological browsing. Those were positive changes that acknowledged how many listeners still care about albums as complete works. The playback experience should reinforce that goal rather than interrupt it.</P><P>I would love to see Spotify continue improving album-focused listening by:</P><UL><LI><P>Supporting seamless album-to-album discography playback.</P></LI><LI><P>Respecting chronological listening workflows.</P></LI><LI><P>Keeping album listening clearly separated from recommendation-driven listening.</P></LI><LI><P>Bringing advanced discography features to mobile apps rather than simplifying desktop behavior toward a more radio-focused experience.</P></LI></UL><P>Albums are one of the foundations of music culture. Many listeners still enjoy experiencing music the way artists released it, one record at a time.</P><P>Thank you for your consideration.</P><P><STRONG>Plan</STRONG></P><P>Premium</P><P><STRONG>Country</STRONG></P><P>PL</P><P>&nbsp;</P><P><STRONG>Operating System</STRONG></P><P>(iWindows 11)</P><P>&nbsp;</P><P><STRONG>My Question or Issue</STRONG></P><P>&nbsp;</P>",mikcio2,2026-05-29T10:12:31.208+02:00,https://community.spotify.com/t5/Your-Library/Can-t-play-an-artist-s-discography-on-the-desktop-app/m-p/7453206#M70011,forum
7452403,One-Tap Surprise Play,"<P><SPAN>A very simple feature that, as a long-time Spotify user, I truly feel is missing: a single big </SPAN><SPAN>Play</SPAN><SPAN> button when opening the app.</SPAN></P><P>&nbsp;</P><P><SPAN>Sometimes I don’t want to choose a playlist, genre, artist, or album. I don’t want to think about what to play. I just want to open Spotify, tap one button, and let the app surprise me.</SPAN></P><P>&nbsp;</P><P><SPAN>The idea would be for Spotify to instantly start playing a smart mix of songs based on my taste — favorite tracks, forgotten gems, new discoveries, different genres, old and new songs mixed together — creating a personalized “just press play” experience.</SPAN></P><P>&nbsp;</P><P><SPAN>Something effortless, spontaneous, and refreshing.</SPAN><SPAN><BR /></SPAN><SPAN>A feature for users who trust Spotify’s recommendation system and simply want music without decision fatigue.</SPAN></P><P>&nbsp;</P><P><SPAN>Just one simple button: </SPAN><SPAN>PLAY</SPAN><SPAN>.</SPAN></P>",Re778,2026-05-28T14:19:15.069+02:00,https://community.spotify.com/t5/Live-Ideas/One-Tap-Surprise-Play/idi-p/7452403,forum
7451745,My appreciation for Spotify.,"<BLOCKQUOTE><P>Hey Spotify and , just wanted to drop a quick appreciation post. People usually only tweet when there's a glitch, but the platform has been flawless. Huge shout-out to the engineers and product teams behind the recommendation algorithms—the curation is unmatched and literally soundtracks my entire day. Thanks for building an incredible product! <span class=""lia-unicode-emoji"" title="":musical_note:"">🎵</span><span class=""lia-unicode-emoji"" title="":fire:"">🔥</span></P></BLOCKQUOTE>",_stan_,2026-05-27T22:07:17.526+02:00,https://community.spotify.com/t5/Music-Discussion/My-appreciation-for-Spotify/td-p/7451745,forum
7451370,"​New Ad Format: ""Sponsored Songs"" for Free Users to Discover New Artists","<P>I have an idea for a new advertisement model that could improve the Free tier experience, generate a new revenue stream, and solve the ""discoverability"" issue for emerging artists.</P><P>Currently, non-Premium users listen to traditional commercial audio ads (brands, products, etc.) between songs.</P><P>​My proposal is to introduce a hybrid ad format where independent artists or record labels can purchase ad slots to promote their tracks.</P><P>​How it works: While a Free user is listening to music, the upcoming ad break could consist of a 30-second highlight or a full track from an emerging artist whose style matches that user's taste profile (leveraging Spotify's recommendation algorithm).</P><P>Why This is a Win-Win-Win:</P><P>​For Free Users: Instead of getting frustrated by disruptive commercial ads, users stay in a ""listening mood."" The ad break turns from an interruption into a discovery zone.</P><P>​For Artists &amp; Labels: It creates a direct-to-consumer ad marketplace. Artists can visually and audibly pitch their music straight to their target audience inside the app.</P><P>​For Spotify: It opens up a massive new advertising revenue stream directly powered by the music industry itself.</P><P>​To ensure this doesn't discourage users from upgrading to Premium (since the Free tier might become ""too pleasant""), Spotify could:</P><P>1-Limit these ""sponsored songs"" to a maximum of 1 or 2 per hour.</P><P>2-​Only play a 30-to-60-second preview of the sponsored track, prompting the user with a ""Click to add to your library"" or ""Listen to the full song"" button.</P><P>3-​Combine them dynamically with existing commercial ads.</P><P>​I think this aligns perfectly with Spotify’s mission to help artists live off their art while keeping listeners engaged.</P><P>​What do you all think? If you'd like to see this feature, please drop an upvote!</P><P>&nbsp;</P>",emirianyigit,2026-05-27T15:34:00.445+02:00,https://community.spotify.com/t5/Live-Ideas/New-Ad-Format-quot-Sponsored-Songs-quot-for-Free-Users-to/idi-p/7451370,forum
